gene	spearmans_rho	effect	stderr	pval	mse
ATP6V0B	-0.0949934123847167	-0.167038114529943	0.150356032376357	0.27276321729755	42.7723238049484
ATPAF1	0.191975756395265	0.214415259637745	0.148951849285106	0.157251332288242	41.977148243117
ATXN7L2	-0.160277368081483	-0.103544994706658	0.151678855517037	0.498483555423027	43.5282510991327
AURKAIP1	0.0752305665349143	0.0434523258745819	0.152354535684468	0.776856107571466	43.9169233965479
B3GALNT2	0.243592627751617	0.2341551831648	0.14825899323262	0.121581193173397	41.5875394086706
B3GALT2	0.0986987330141171	0.101538281873322	0.151710401700251	0.506888286586903	43.5463590018254
B3GALT6	-0.0317523056653491	0.0325963474064347	0.152417532268083	0.831665392572445	43.9532490379734
B4GALT2	-0.0312273536483719	0.130319218640915	0.151198075942355	0.393518064418295	43.2527436551241
BATF3	0.0882589026262735	0.133915807121909	0.151124971895116	0.38047852702161	43.2109284905271
BCAN	-0.0143165111137435	-0.05516538192418	0.152266350222781	0.718905957235774	43.866098348035
BCAR3	0.2	0.114205819085226	0.151500789075163	0.455059624126542	43.4261093590312
BCAS2	0.0846965296027506	0.0972557919360973	0.151775638494279	0.525061852272666	43.5838176811348
BCL10	0.00434782608695652	-0.067061982587171	0.152155267277433	0.661604138359282	43.802118381625
BCL2L15	0.0619235836627141	-0.0515021338921491	0.152296187113822	0.736880022608351	43.8832913290004
BCL9	-0.4300395256917	-0.27989281530834	0.146403393970283	0.0625813229422677	40.5530405253059
BEND5	0.139859679248441	0.0304559605335452	0.152427827715434	0.842574405164082	43.9591871165911
BEST4	-0.0112067003345161	-0.111461258172627	0.151548318177664	0.466038141533016	43.4533610687693
BMP8A	0.000461345860735515	0.0841568189828237	0.151957585102561	0.582572206026036	43.6883757120225
BMP8B	0.0954013839719827	-0.0405597310220132	0.152373081628951	0.79136746455598	43.9276159616546
BOLA1	0.0942246261013803	0.123572588362042	0.151329750483913	0.418670534837413	43.3281118778422
BROX	0.291699604743083	0.364383514325893	0.142014137397091	0.0138615131318221	38.1578847974505
BTF3L4	-0.0306982872200263	-0.00951555738597386	0.152491666121322	0.950533050453437	43.9960159833759
C1QC	-0.180862045562834	-0.209959842321861	0.149099378799587	0.166264975765865	42.0603420429359
C1orf112	-0.0128081044944076	-0.0429877937569085	0.152357600278127	0.779181621562868	43.9186901818682
C1orf115	0.0138339920948617	-0.00624848107856539	0.152495593263376	0.967505627834302	43.9982820853053
C1orf123	0.175632293214523	0.233926382306481	0.148267392615661	0.121956233539553	41.5922516970841
C1orf159	0.00619235836627141	0.0729070919067512	0.152092731501457	0.634111978662421	43.7661204617868
C1orf174	0.0588932806324111	0.0760432755187051	0.152057013500245	0.619556494160383	43.745566490929
C1orf21	-0.00191047136043561	-0.00781466472436646	0.152493913795078	0.959367018293857	43.9973129646708
C1orf216	-0.0894184229343088	-0.00521070817619811	0.152496500037634	0.972900222285221	43.9988053348933
C1orf220	0.122336045390653	0.208782778150615	0.149137812929168	0.168707625968524	42.0820290680993
C1orf226	0.129776021080369	0.18855922599406	0.149763023527522	0.214804305481128	42.4355984048709
C1orf229	0.272332015810277	0.306710904594778	0.145148554295298	0.0404362888083035	39.8608505241167
C1orf43	0.0106719367588933	-0.116918617806376	0.15145265871815	0.444347718768947	43.3985216196509
C1orf53	0.080764163372859	-0.0603402645061442	0.152220697526103	0.693770430194511	43.8397983090904
C1orf54	0.12437417654809	0.137875632386285	0.151042140276802	0.36642235336882	43.1635736397396
C1orf74	0.176152832674572	0.0816167393861749	0.151989802890207	0.594043607278889	43.7069031454866
C2CD4D	0.132669888237227	0.177488479116358	0.150077331986884	0.24344730789016	42.6139049503624
CACHD1	0.152518365537066	0.0727357788686997	0.152094639025468	0.634911080003897	43.767218284784
CACYBP	-0.0685382945368949	0.107477340992165	0.151615227588087	0.482223389915799	43.4917393316232
CADM3	0.159766893246601	-0.0195863192378351	0.15246931647847	0.898383327972902	43.9831205483434
CALML6	-0.173386034255599	-0.0600956518973429	0.152222947924924	0.694951526902586	43.8410945554135
CAMK1G	-0.0268863276538315	-0.117253782986731	0.151446632735322	0.443033974806758	43.3950682165132
CAMK2N1	0.0642951251646904	0.0961030416627451	0.151792714028595	0.530008112102651	43.5936250368594
CAMSAP2	-0.156785243741765	-0.180790329093845	0.149985647135499	0.234646595253817	42.5618537038701
CAPN2	-0.211535294426163	0.128311690171847	0.151238000497694	0.400908506837393	43.2755888472707
CAPN9	0.637812911725955	0.680634820780719	0.111723937259491	2.68571415013509e-07	23.6163945925951
CAPZA1	0.0434957619816448	0.00910379086793488	0.152492250736534	0.952671154293094	43.9963533236407
CAPZB	0.20764163372859	0.261446525077505	0.147194359292589	0.0827762637588298	40.9924114390955
CASP9	0.270193855017906	0.162953859884479	0.150460227267892	0.284828287694981	42.831625740145
CASQ2	0.0899357613913684	-0.0650654140971684	0.15217542599406	0.671099023934814	43.813725643088
CC2D1B	0.185638998682477	0.100317165532094	0.151729292775118	0.512037618859578	43.5572045171827
CCDC18	-0.0547448862248962	-0.109618973932392	0.151579565456716	0.473486275994711	43.4712819443764
CCDC24	-0.141501976284585	-0.144668656750421	0.150894309211512	0.343048878679648	43.0791231091773
CCDC27	0.278919631093544	0.300119855392132	0.145468615043854	0.0451718535261467	40.0368351855739
CCDC28B	-0.0421439556826618	0.0472051995413284	0.15232856693836	0.758141013948788	43.9019534419956
CCDC30	0.16386637995563	0.113282137346148	0.151516915730615	0.458738670286343	43.4353549237647
CCNL2	0.170750988142292	0.201123915690708	0.149382385137064	0.185238065899919	42.2201635036384
CCT3	0.125428194993412	0.00608387739562718	0.15249574804868	0.968361188010517	43.9983714031767
CD101	0.0677206851119894	0.0685639599620057	0.152139698914894	0.654495676500786	43.7931552693504
CD160	0.333333333333333	0.413298571581148	0.138864522461097	0.00477482970521621	36.4841087920752
CD164L2	0.271846196219729	-0.0861111191020896	0.151932120336451	0.573814781086687	43.6737345073474
CD1C	-0.22348911625059	-0.113057220798851	0.151520822486873	0.459636946546712	43.4375948523106
CD1E	-0.316389866946919	-0.272250787363854	0.146738139553183	0.0704094808041639	40.7386983863095
CD247	0.0762116829421043	0.0489488300685352	0.152315768399525	0.749491341467214	43.8945765295366
CD52	0.210013175230567	0.253411417715932	0.147520802898108	0.0930273977950595	41.1744367483329
CD53	0.103645444390858	0.108243461648439	0.151602552059451	0.479088209555979	43.484467532456
CD55	0.199084291421945	0.324491385604537	0.144246667017917	0.0296507357947052	39.3670349894117
CD58	0.173399601250294	-0.0241215541835712	0.15245419827819	0.875022872891153	43.9743986274458
CD84	0.0902503293807641	0.253916300070147	0.147500611946597	0.0923556450569498	41.1631665525822
CDA	0.261932211347999	0.294344819504638	0.145742774940055	0.0496829814979155	40.1878895981544
CDC42	0.0662735927102835	0.00841586899375446	0.152493169740223	0.95624392479869	43.9968836185595
CDC42BPA	0.109680240380774	0.0127216143181192	0.152486229689319	0.933898445133538	43.9928790632822
CDC42SE1	-0.147489137666895	-0.316720910966322	0.144647756962702	0.0340271277985225	39.5862660404932
CDC7	0.548616600790514	0.518374391137884	0.130409729146651	0.000264659517910144	32.1766715869468
CDC73	0.050609557936624	0.0128743009181262	0.152485931671018	0.933106870026165	43.9927071045383
CDK11A	0.0421607378129117	-0.0468955635472793	0.15233079107573	0.759680125443212	43.9032354692617
CDK11B	0.0198372180194397	-0.0235127506886557	0.152456410129756	0.878153091550287	43.9756746244223
CDKN2C	-0.00716434102543464	-0.0573958680585703	0.152247176193296	0.708034177914643	43.8550514305113
CELA2B	-0.10278034085804	-0.145956405197744	0.150865466619039	0.338724008865625	43.0626560223971
CELF3	-0.246699059434502	-0.0845963971394918	0.151951908670567	0.580597172580739	43.6851117820047
CELSR2	0.100863034674383	0.158048513928219	0.15058186888951	0.299772261887106	42.9009093587836
CEP104	0.20395256916996	0.260379473383907	0.147238339439623	0.0840843631566935	41.0169113129741
CEP350	-0.0868247694334651	0.0331645645075149	0.152414681559578	0.82877449221932	43.9516049130852
CEP85	-0.0794623458892197	-0.0659798398175074	0.152166269276495	0.666743980099558	43.8084530724569
CEPT1	0.0743083003952569	0.137169878038791	0.151057083354607	0.368904409864787	43.1721146805882
CERS2	0.112242166077856	0.0650784962216414	0.15217529589944	0.671036643395174	43.8136507304993
CHD1L	0.0553487314161954	-0.00222930159658171	0.152498191389534	0.988404122272027	43.9997813294332
CHD5	-0.101185770750988	-0.0563550099278508	0.152256218634678	0.713100514275325	43.8602609656654
CHI3L1	0.144005270092227	0.0993892405414396	0.151743493700956	0.515968114761191	43.5653582700422
CHIT1	0.0702239789196311	0.220106786388357	0.148758662252046	0.146263406844972	41.8683321137748
CHML	0.121890958662294	0.184439783998702	0.149882276755949	0.225175136972116	42.5032065074545
CHRM3	-0.144274776796997	0.0678180303032777	0.152147473957875	0.658022236729854	43.7976314496945
CHRNB2	-0.00297010642414638	0.0674514320813084	0.15215126380343	0.659758117238511	43.7998133896479
CHTOP	-0.0583662714097497	-0.0764400424394381	0.152052386926491	0.617725097446335	43.7429044761217
CITED4	0.239393939393939	0.201938134024706	0.149356837420789	0.183427776599561	42.2057235611713
CLCA2	0.0696594667868822	0.0450969832456418	0.152343420347928	0.768638339758695	43.9105155324943
CLCA4	0.203030303030303	0.155450220807126	0.150644756070097	0.307888494803368	42.9367500694447
CLCC1	0.213570487483531	0.192958208973495	0.149632661027842	0.204101546142566	42.3617537019486
CLCN6	0.38604697145354	0.3649221182515	0.141981971309727	0.0137111634054816	38.1406012948769
CLCNKA	0.481422924901186	0.466624598876132	0.134878195155696	0.00123328882838875	34.4195052838423
CLCNKB	0.163241106719368	0.0132638945114756	0.15248515513736	0.931087385809987	43.9922590405051
CLDN19	0.0734543298926105	0.110820614681521	0.151559244027773	0.468621043372129	43.4596268199108
CMPK1	0.430830039525692	0.496932662463084	0.132336597706366	0.000515778158684239	33.1345488750034
CNIH3	-0.000214925245969863	0.117710091970161	0.151438400574514	0.441248832455557	43.3903507069286
CNIH4	-0.12832674571805	-0.0739848339731699	0.152080627662692	0.629094240864724	43.7591547510464
CNKSR1	0.0131752305665349	0.0593278108533735	0.152229952348668	0.698663630360467	43.8451292778112
CNN3	0.227009222661397	0.236969077285291	0.148154982995146	0.117039640346074	41.5292088820646
CNST	0.211198945981555	0.214940545556084	0.14893424191811	0.156212659042299	41.9672247225463
CNTN2	0.105797101449275	0.0906799301365284	0.151870289688306	0.553579816573319	43.6381946118991
COG2	-0.16403162055336	-0.120973502364567	0.151378580688597	0.428598413516917	43.3560781159286
COL24A1	-0.0583662714097497	0.00023655798297107	0.152498566065719	0.998769484775886	43.9999975377741
COL9A2	0.0895915678524374	0.0661149080434079	0.152164905874745	0.666101617193459	43.8076680331141
COPA	-0.351964193405271	-0.234940510266902	0.148230097423639	0.120300534941654	41.5713300919632
COX20	-0.100263504611331	-0.115129968927607	0.151484521448503	0.451394812890414	43.416783971208
CR1	-0.0809145740227238	-0.135809001041369	0.151085676851506	0.373718849465542	43.1884602703904
CRABP2	0.143083003952569	0.117363640559648	0.151444653784391	0.442603833585408	43.3939341384818
CREG1	0.155335968379447	0.25390416124824	0.147501097899014	0.0923717517160427	41.1634377836364
CROCC	-0.0515151515151515	-0.0888084541456051	0.151896006230109	0.561827585096285	43.6529745727798
CROCCP2	0.571146245059288	0.62489703367533	0.11905672844682	4.46560329542037e-06	26.818162681366
CRYZ	0.39802371541502	0.339327115343329	0.143450591833936	0.0225872796927489	38.9337127868821
CSF1	0.184124694950349	0.159789576413848	0.150539131223489	0.2944114895952	42.8765608158572
CSMD2	0.211462450592885	0.141372296092254	0.150966951095927	0.354273820148991	43.1206104514946
CTBS	0.100385607160078	0.218960082357348	0.148798012172117	0.14843029343474	41.8904852226988
CTH	0.0997364953886693	0.151972402748794	0.150727259367187	0.318969456880985	42.9837931073214
CTNNBIP1	-0.055954191552759	-0.0768413963545473	0.152047682224734	0.615874857236323	43.7401975914765
CTSK	0.145444559815449	-0.114325803903661	0.151498684510505	0.454582900994599	43.4249028647184
CTTNBP2NL	0.138735177865613	0.0551280315841833	0.152266664810163	0.719088484313225	43.8662796058807
CYB5R1	0.00974967061923583	-0.0119287252452939	0.15248772009377	0.938010027136102	43.993739042617
CYP2J2	0.262450592885375	0.400179665980756	0.139755287368092	0.00645359939197221	36.9536743371633
CYP4B1	0.102503293807642	0.124523609626064	0.151311619825068	0.415070761246035	43.3177303084106
CYP4X1	0.180204388739402	0.0670373229441528	0.15215551999039	0.661721093981368	43.8022638826292
CYP4Z1	0.115441639810922	0.0819501760337098	0.151985630337293	0.592532085127604	43.7045034205139
CYP4Z2P	-0.0673254281949934	-0.22115323852339	0.148722564019785	0.144306419292944	41.8480147839871
DAB1	-0.165744400527009	-0.147880012943893	0.150821895715606	0.332326813230873	43.0377860779554
DAP3	0.0618638208377127	0.0775268411144077	0.152039590078773	0.61272040266542	43.7355419119001
DARS2	-0.010082398554396	0.0932457244726088	0.151834153316042	0.542365998998337	43.6174303341734
DCAF6	-0.0225296442687747	-0.0420455638991931	0.152363714974552	0.783904399214203	43.9222155044815
DCAF8	0.194861660079051	0.0560294052608854	0.152259013231975	0.714687904545713	43.8618710528289
DCLRE1B	0.214704526455789	0.0954558443917712	0.151802210800723	0.532795101320591	43.599079997944
DDI2	-0.0442687747035573	0.00430832910075575	0.152497155009708	0.977591987580664	43.9991832852158
DDOST	-0.253754449655645	-0.0571650550962585	0.152249195703824	0.709156584901806	43.856214884937
DDX20	0.0899119837810802	0.0996855268495549	0.151738973833106	0.51471146956413	43.562763012416
DDX59	0.346772068511199	0.347793553025287	0.1429782585907	0.0192309053896538	38.6777443568581
DEDD	0.0168642951251647	-0.0964539742908025	0.151787537470124	0.528499904212026	43.5906517571144
DEGS1	-0.0721367634371377	-0.074738903399699	0.152072052714205	0.625593234360425	43.7542202380189
DENND1B	-0.0822403358937092	-0.093369049279525	0.151832390808175	0.541829772385695	43.6164177080121
DENND2C	-0.0327086205392041	0.376579460490407	0.141272284509815	0.010781130250528	37.7602680372172
DENND2D	0.115415019762846	0.145794268369071	0.15086911247916	0.339266675633645	43.064737377672
DENND4B	0.157744574497386	0.184103280288685	0.149891897649912	0.226037273535404	42.5086632162256
DEPDC1	0.418313570487483	0.246023993410477	0.147811334388254	0.103294836642217	41.3367765653199
DFFA	-0.0604743083003952	-0.0595082759658963	0.15222831422995	0.697790548507329	43.8441856640289
DFFB	0.10197628458498	0.0219475009255322	0.152461837177116	0.88620929442253	43.9788055169374
DHCR24	0.216882480153187	-0.138679008443001	0.151025035089078	0.363609233482953	43.1537978351597
DHDDS	0.0488801054018445	0.0558685611792732	0.152260387729167	0.715472492851839	43.8626629703573
DISP1	0.0272408209354022	0.0943935591787386	0.15181765807043	0.537385008863743	43.6079536633651
DLEU2L	0.0300593341512816	-0.0790179038192531	0.152021737343787	0.605882366467067	43.7252715185445
DMAP1	-0.0853783063146396	-0.0759683105992054	0.15205788492244	0.619902773604317	43.7460678945269
DNAH14	0.175121888461968	0.0623108720857574	0.152202233521178	0.684281847536752	43.8291636296761
DNAJB4	0.0287888270520814	0.0824059314984714	0.151979899409457	0.590468829177984	43.7012075479703
DNAJC11	0.378455470393971	0.445348122578944	0.136540738423357	0.00217231586787808	35.273262187478
DNAJC8	-0.144577124154177	-0.0966992138571546	0.15178390867002	0.527447187752956	43.588567529734
DNALI1	0.117512206587948	0.216855016582353	0.148869687184453	0.152469564617646	41.930851678455
DNASE2B	0.381764880473254	0.350517995950609	0.142823450497358	0.018244608701143	38.5940339186498
DNM3	0.119762845849802	0.19528058470625	0.149562578738784	0.19860471282328	42.3220817024185
DNM3OS	0.00276679841897233	-0.0577170326088413	0.152244352562371	0.706473423279715	43.8534247424605
DOCK7	-0.116205533596838	-0.141784681478602	0.150957956883582	0.352857428531411	43.1154725803125
DPH2	0.125296442687747	0.040644799074543	0.152372554470956	0.790939678252284	43.9273120135604
DPM3	0.164498171965783	0.133498132130024	0.151133565501989	0.381979536863327	43.215842943583
DPT	-0.0681159420289855	0.0102135242386397	0.15249061609883	0.946909639462173	43.9954100925956
DR1	0.24163372859025	0.293064858969038	0.145802748916366	0.0507305660342771	40.2209714912482
DRAM2	0.0836627140974967	0.141189380390087	0.150970931967672	0.354903175552296	43.1228845900628
DSTYK	0.165552225130162	0.232002808111781	0.148337664541367	0.125143845318761	41.6316866692429
DTL	0.239422715435134	0.243833936520984	0.147895705820067	0.106499809964284	41.3839805016299
DUSP12	0.3064909556813	0.301851403783278	0.145385272440687	0.0438861447387414	39.9909721214988
E2F2	-0.14816970077524	0.108510146665459	0.151598118359084	0.477999384106549	43.4819241151082
EBNA1BP2	0.196969696969697	0.178877669663806	0.150038970076974	0.23971770211146	42.5921222890084
ECE1	-0.0102766798418972	-0.0496889784836667	0.15231019491426	0.745828768598702	43.891364238359
EDARADD	0.155335968379447	0.225750713729472	0.148561835473708	0.135937511093092	41.7576110710279
EDEM3	-0.000790513833992095	0.0872125549563398	0.15191750900039	0.568905798131322	43.6653346913514
EDN2	0.0494071146245059	-0.0625782924921185	0.15219968197479	0.682997861367918	43.8276941215859
EFCAB2	0.580237154150197	0.628741422724114	0.11858509096365	3.74413883217318e-06	26.6061058274377
EFCAB7	0.177670882060323	0.169445221073265	0.150293381080598	0.265812855098251	42.736685950439
EFHD2	-0.0690382081686429	0.0631196984047538	0.152194482654733	0.680401077775932	43.8246997616249
EFNA1	-0.256785243741765	-0.109113542056813	0.151588046020373	0.475540657339644	43.4761463373519
EFNA3	0.15862977602108	0.16273010361667	0.150465859016906	0.285499178298507	42.8348321885839
EFNA4	-0.169038208168643	-0.159352747959644	0.15054989914633	0.295750631781716	42.8826948755792
EGLN1	-0.0674571805006588	-0.0947536942225176	0.151812440694307	0.535826797615487	43.6049564469722
EIF2B3	0.311594202898551	0.312105945406608	0.144880855528422	0.0368693526797628	39.7139546690413
EIF2D	0.185902503293808	0.166320360095753	0.150374535342522	0.274858683923927	42.7828516639752
EIF3I	0.266837441041445	0.224072143822518	0.148620922058615	0.138950099249385	41.7908336719623
EIF4G3	-0.106717752498345	-0.106745359163551	0.151627253202994	0.485228885144001	43.49863884507
ELK4	-0.0433465085638999	-0.0901501872141965	0.151877623912274	0.555908627153292	43.6424095247908
ELOVL1	-0.0530961791831357	-0.0119875684155302	0.152487612779674	0.937704835654239	43.9936771209533
ENAH	-0.066403162055336	-0.165978799854013	0.150383311635906	0.275859573848823	42.7878456719569
ENO1	0.194071146245059	0.206403546718514	0.149214811277896	0.173724130171074	42.1254933396888
ENO1-AS1	0.0176548089591568	0.10431004447666	0.151666664380198	0.495298222509459	43.5212542433362
EPB41	0.0960192318953523	0.0130870121219969	0.152485510566995	0.93200421511622	43.9924641250036
EPHB2	-0.0351181462447659	0.0509786374188106	0.152300283140945	0.739460242833672	43.8856518551845
EPHX1	0.131357048748353	0.163063714019592	0.150457459426178	0.284499287769627	42.830049907486
EPRS	0.447768083821055	0.312078876002985	0.144882211593106	0.0368865819144378	39.7146981067194
EPS15	-0.0733050045410702	-0.0474242526329828	0.152326984604357	0.757052721839642	43.9010413715369
ESPN	0.0364953886693017	0.00206881675379613	0.152498243985104	0.989238845372396	43.9998116798785
ESRRG	-0.0426877470355731	-0.0112163802008584	0.152488977322967	0.941705305606301	43.9944644838684
EVI5	0.341859481571164	0.30580649133348	0.145192926172931	0.0410609820461014	39.8852251537655
EXOC8	-0.131128101550075	-0.100382674105561	0.151728285197005	0.511760708826544	43.5566260245343
EXTL1	0.255039447000612	0.142706458073799	0.15093775606259	0.349703982744231	43.1039341402574
EXTL2	0.276732759932429	0.279349779854003	0.146427512068578	0.0631136100308996	40.5664028218029
EYA3	-0.0783202255612852	0.0101923432040309	0.152490649056812	0.94701958303984	43.9954291101605
F11R	0.0612648221343873	-0.121173326042336	0.151374863897224	0.427830481265272	43.3539491024569
FAAH	0.384584980237154	0.391315575761208	0.140337808408826	0.00785878251208745	37.2623732873337
FAM102B	0.128722002635046	0.105239710166653	0.151651727951882	0.491441663051514	43.5126825497777
FAM110D	0.159288537549407	0.220750913191239	0.148736463861362	0.145056510881498	41.8558375103103
FAM151A	0.186064901222875	0.13791534147545	0.15104129718551	0.366283000314546	43.1630917777712
FAM167B	0.172873807218981	0.171750938176213	0.150232503159199	0.259266500041856	42.702071070366
FAM177B	0.0800434138692983	0.09489294199226	0.151810417998978	0.535224897520816	43.6037945006424
FAM183A	0.163899868247694	0.164067564619352	0.150432078023943	0.281504368457719	42.8156007065545
FAM189B	0.0675889328063241	0.0347049851527214	0.152406705279271	0.820948690725508	43.9470048162442
FAM20B	0.219623724023095	0.188780952205106	0.14975652737139	0.214255684456683	42.4319170917195
FAM212B	-0.037167689551078	7.667753716141e-05	0.152498569884301	0.999601142570085	43.9999997413044
FAM213B	-0.0930171277997365	-0.11738813910567	0.151444212216548	0.442507942318624	43.3936810910815
FAM43B	-0.088082219046146	-0.0760336155645129	0.152057125839936	0.619601111045329	43.7456311293843
FAM69A	0.19802371541502	0.174471221876885	0.150159588960111	0.251682745852576	42.6606308804186
