gene	effect	stderr	pval	mse
NTNG1	-0.00316718689854927	0.152497805468552	0.983526212000495	43.9995586327946
NTPCR	0.388667385068203	0.140508848002805	0.00832680895547983	37.3532572065068
NVL	0.184160563731932	0.14989026115764	0.225890350706369	42.5077350177012
OR2C3	0.0683668700681011	0.152141761546408	0.655426747201522	43.794342727392
OR2W3	0.267921675965678	0.146923328806633	0.0751762815290552	40.8415909241007
OTUD3	0.391309980337288	0.140338171247289	0.00785974694316122	37.262565968691
PFDN2	-0.0720698003675694	0.152102011658561	0.638021475100143	43.7714615304991
PIP5K1A	0.433736546812159	0.137407271731298	0.00291499694224558	35.7223947502164
PLEKHG5	-0.0346968868870841	0.152406748159848	0.820989788137222	43.9470295457752
PLEKHN1	0.148861392612651	0.150799442182472	0.329092315752782	43.0249725747346
PPM1J	0.0943922769827692	0.151817676610145	0.537390560515043	43.6079643140244
RABGAP1L	0.149898605921912	0.150775546097476	0.325695267885529	43.0113379494774
RAP1A	0.607046253700077	0.121185505107291	9.82104657542302e-06	27.7857732182229
RBBP5	-0.147294038867185	0.150835230148061	0.33426751756867	43.0453965090244
RGS5	0.229348010953052	0.148433642669343	0.12964554779969	41.6855775543627
RHCE	0.277559924705794	0.146506646265408	0.0648936341336161	40.6102614806818
RHD	0.662262978912027	0.114262829086092	7.23644977033672e-07	24.701940857553
RNF187	0.23277120753019	0.148309666995449	0.123863077468847	41.6159728575772
RRP15	0.355691693431967	0.142525674490313	0.0164889360521916	38.433270445834
RWDD3	-0.011304523111673	0.152488825954119	0.9412479984741	43.9943771413176
S100A12	0.144923612921529	0.150888619511505	0.342189924171329	43.0758744423819
SEMA4A	0.170882368499956	0.150255535527473	0.261719764488226	42.7151655099772
SH3BP5L	0.0930549012309584	0.151836875852887	0.543196217129881	43.6189945557035
SIPA1L2	0.0147007505608326	0.152482091051585	0.923643143040724	43.9904910690497
SLC22A15	0.169542605470142	0.150290826974902	0.265534162757955	42.7352334169374
SLC25A34	0.0880321343250299	0.151906515264088	0.565265626706621	43.6590151063519
SLC27A3	0.0124603815623461	0.152486731324502	0.93525290328513	43.9931685112181
SLC2A5	0.534760412254223	0.128861860549654	0.000154142324097411	31.4173772653705
SLC44A3	0.175816532813591	0.150123092655963	0.247987936282258	42.6398960587339
SNRPE	-0.0163345535594768	0.152478224321027	0.915186398963245	43.9882600238406
SYT11	0.194625505628174	0.149582435276446	0.200144534826332	42.333320152595
SYT2	-0.0846610529639324	0.151951071233782	0.580306928061459	43.6846302688857
TAGLN2	-0.0788735164333315	0.152023481081465	0.606543086762294	43.7262746098394
TDRD5	0.536650361567413	0.128679011988237	0.00014456517707854	31.3282811349008
TDRKH	0.36295093142078	0.142099426490242	0.0142682637822673	38.2037313407547
THBS3	0.313631038110002	0.144804244118552	0.0359092795841346	39.6719651650979
TIE1	0.0138110018738239	0.152484025562668	0.928252143736302	43.9916072739986
TMEM222	-0.0451233125739713	0.152343239037772	0.768506982567353	43.9104110131435
TMEM240	0.136098372430976	0.151079621162934	0.372691999760858	43.1849982529521
TRAF3IP3	0.11031424133319	0.151567834852383	0.47066799934263	43.4645537989996
TSEN15	-0.088406612930067	0.151901457560733	0.563605978038942	43.6561079147703
UBQLN4	0.0585883995692591	0.152236612000508	0.702244874136234	43.8489655751802
USP21	-0.219062717303236	0.148794498983065	0.148235389646977	41.8885071390598
VANGL2	0.169996400143785	0.150278905352383	0.264238064288063	42.7284538532788
VSIG8	0.252330575351137	0.147563882952984	0.0944781841313918	41.1984883526904
WARS2	0.379422519925414	0.141095263165546	0.0101541150804628	37.6656962604317
ZNF124	0.044122368643581	0.152350057172907	0.773505177971455	43.9143415297523
ZNF362	0.0540038585166253	0.152276033270163	0.72458938840752	43.8716776636739
ZNF436	-0.0193464055305151	0.152470028819471	0.899621640364651	43.9835315300942
ZNHIT6	-0.171649715859997	0.150235193523834	0.259551607555129	42.703600501988
ZSCAN20	0.0381824674450532	0.152387365891177	0.803346222328487	43.9358523639115
ABCB6	-0.0230091766816508	0.152458196923069	0.880743654667672	43.976705422691
ACADL	-0.000773956142813237	0.152498524658658	0.995974089436704	43.9999736436431
ACSL3	-0.144042776575482	0.150908233205545	0.345163116191926	43.0870738547227
ACTG2	-0.049664104935693	0.152310383579283	0.745951764201349	43.8914729739612
ACTR1B	0.0412666896452118	0.152368667071841	0.787814196268921	43.9250706543319
ACVR2A	-0.159456673968802	0.150547340088094	0.295431679983976	42.8812370415795
ANKRD36	-0.351136378319959	0.142788121112037	0.0180267923504288	38.5749427280951
ARHGEF33	0.117540654178036	0.151441461145376	0.441911231561506	43.3921045630776
ATP6V1E2	0.381903792716857	0.140939496594096	0.00963273505151913	37.5825776967731
B3GNT7	0.182987367274836	0.149923672318099	0.22891254076999	42.5266874303843
BARD1	0.317268552323853	0.144619843736856	0.0337021808306747	39.5709892910784
BCL11A	0.148365776567687	0.150810800639022	0.330723332839957	43.0314542391126
C2orf27A	0.715288511949105	0.106570464152219	3.36797620073319e-08	21.48794316564
C2orf40	0.172816788284339	0.150204074952239	0.256277078681295	42.6859117382318
C2orf49	0.0931860898346253	0.15183500474707	0.542625386925743	43.6179195170987
C2orf54	0.173376239539817	0.150189080794304	0.25471724794056	42.6773899007734
CASP10	0.33384517603262	0.143749410388255	0.025012239196131	39.0960855313489
CIAO1	-0.126884262075597	0.151266005037294	0.406211948101623	43.2916168976514
COX7A2L	0.191766445450597	0.149668286740366	0.206963409435459	42.3819277375667
CPS1	-0.0379894869360149	0.152388487546791	0.804320627026214	43.9364991508229
D2HGDH	0.0354222466484556	0.152402867613439	0.817310595471012	43.9447916354646
DBI	0.0719233224448926	0.152103624078691	0.63870641545097	43.7723895702935
DNAH6	0.558001601023234	0.126549394093678	6.81583740028435e-05	30.2999053832423
E2F6	-0.219800729664226	0.148769185922282	0.146839453642728	41.8742561265192
EFEMP1	0.139904790737122	0.15099874091026	0.359342199719435	43.1387725792673
EFHD1	0.680421780866136	0.111754111325751	2.71785935003991e-07	23.6291528054101
ERBB4	0.0556958410225777	0.152261859300045	0.71631533489597	43.8635108248827
ERCC3	0.105539857705525	0.151646877028356	0.490199882242912	43.5098988911619
ESPNL	0.295476376990646	0.145689516202004	0.04877149460929	40.1585232681812
ETAA1	0.315777752559538	0.144695704038417	0.0345928108245231	39.6125140834917
FAM168B	-0.0890546620584836	0.151892653891417	0.560739258924601	43.6510477552886
FAM178B	-0.0375439927971475	0.152391055145913	0.806571151295646	43.9379797386133
FAP	0.174311091422914	0.150163913805761	0.252124987064245	42.6630883099059
FASTKD1	0.247899752617615	0.147738432644597	0.100609066930436	41.2960113566935
FBXO36	0.101740124843726	0.151707256881874	0.506039669585519	43.5445536678584
FEZ2	-0.0300369558519489	0.152429761276674	0.844713448794291	43.9603023764585
FKBP7	0.126018540360707	0.151282834413001	0.40944801907911	43.3012504093557
FOXN2	0.122202674467582	0.15135561900226	0.423886908397802	43.3429262795307
GAD1	0.233428860810996	0.14828562687648	0.122774758900132	41.6024825453811
GALNT3	0.284866654211906	0.146180120599761	0.0578707774855272	40.429443529997
GEN1	0.456970932394076	0.135644676641181	0.00160163367087529	34.8118129456631
GGCX	0.0427899197246314	0.152358895663081	0.780172787841305	43.9194370018782
GIGYF2	0.0765593889572283	0.152050990526396	0.617174665251587	43.7421010383498
GNLY	0.353070096644604	0.142677185384331	0.0173597887863959	38.5150263016363
GPR35	-0.108360448216245	0.151600608489788	0.478610414363329	43.4833525835445
HDAC4	0.0150689922052114	0.152481255079292	0.921736323559688	43.9900087208524
HIBCH	0.687759296622843	0.110704630048428	1.79375628313703e-07	23.1874345959895
IDH1	-0.201219084284606	0.149379404585809	0.185025817759677	42.2184787252652
IL1RL2	-0.0315970565587788	0.152422426020188	0.836754763748832	43.9560715447401
IL1RN	0.118998115734689	0.151414988693986	0.436231415969414	43.3769357318701
IMMT	0.202229747701142	0.149347661292698	0.182782503582471	42.2005376823682
ITGB1BP1	0.00487991519704098	0.152496754553927	0.974620026939309	43.9989522028175
ITPRIPL1	0.0912321352806042	0.151862598354193	0.551157177843892	43.6337746896542
KHK	0.404889887418026	0.139439424129438	0.00579977987002911	36.7868238789312
KIF5C	0.0927957255002696	0.151840564587201	0.544324794294025	43.6211139464707
KLF11	-0.116266832650955	0.151464327185945	0.446908644923163	43.4052090395138
KRCC1	0.0621371214557647	0.15220388545427	0.685116562126345	43.8301150380364
LIPT1	0.450441590330236	0.136151623217166	0.00190320550125302	35.0725044428338
LMAN2L	0.204669467887244	0.149270350092114	0.17744747669688	42.1568579922491
LTBP1	0.0441247935331583	0.152350040840444	0.773493058285022	43.9143321142089
LY75	0.37488000920524	0.141377359022391	0.0111715575044969	37.8164590627243
MATN3	0.395864394841424	0.140040806419833	0.00710778546965812	37.1048207594607
MLPH	0.0771698337960899	0.152043813816318	0.614362511134545	43.7379719370829
MRPL19	-0.00965692378985012	0.152491459449977	0.949799081730754	43.9958967282084
MRPL30	0.153127508002233	0.150700069157329	0.315261494908669	42.9682865168931
MRPL35	-0.0950873933791156	0.151807588407655	0.534384929648807	43.6021690552961
MRPS9	-0.163546478925723	0.150445273154973	0.283056406094379	42.8231121661639
NCOA1	-0.206208656156759	0.149221077609468	0.174139760264477	42.129031565545
NDUFA10	0.42675823401572	0.137914483926596	0.00346169408977264	35.9866060267905
NMUR1	0.315496350264487	0.144709978840582	0.0347630817055285	39.6203303306707
NOSTRIN	-0.0597036614521301	0.152226535046644	0.696845717464451	43.8431608036052
NUP35	0.233118550723124	0.148296979011457	0.123287374761786	41.608852617585
PAX8	0.0351279244101696	0.152404451876519	0.818803002673254	43.9457052727719
PDE11A	0.12845908319317	0.151235090669751	0.400363180386415	43.2739236135875
PEX13	0.270255498083175	0.146823891167538	0.0725758933477441	40.7863264932559
PFN4	0.235036224384643	0.14822656865907	0.120145149928168	41.5693508219885
POLE4	-0.250287193551158	0.147644790640765	0.0972686853318591	41.2436781127485
POLR1A	0.505844776509453	0.131549005996094	0.000392945365123205	32.7413267314365
POLR1B	0.215575227667561	0.148912907371286	0.154964379221566	41.9552021335075
PPIL3	0.723667034987773	0.105246777829704	1.94671357233964e-08	20.9574649887682
PQLC3	0.0330281575954882	0.15241537040279	0.829468282891319	43.9520021954573
PREPL	0.05539727815738	0.152264392268366	0.717773051849522	43.8649702292012
PRKD3	-0.00343947332026577	0.152497668302668	0.982110162849087	43.9994794810243
PSD4	-0.240416612738906	0.148025756112031	0.111651938541805	41.4567935020426
PTPN18	-0.0984698027797175	0.15175743328337	0.519877494242959	43.573362709383
PUM2	-0.0131253163077259	0.152485434002942	0.931805666729531	43.9924199471602
RASGRP3	-0.0462437484629883	0.15233542516801	0.762923106337858	43.905906692036
RBKS	0.0112477513266996	0.152488923584792	0.941542542345785	43.9944334759641
RBM44	0.206674292976286	0.149206095690581	0.173147914808849	42.1205724114011
REL	-0.101900849047921	0.151704748202071	0.505364446040776	43.5431135463858
RIF1	0.0643897162469697	0.152182109730081	0.674323972312597	43.8175744354319
RTN4	0.140643550407861	0.150982779838111	0.356785248156536	43.1296532360615
SEPT2	0.382036873515006	0.140931108625759	0.00960543396626279	37.5781044000947
SGPP2	-0.060898460942932	0.152215527846383	0.691077903000751	43.8368206080104
SLC39A10	0.105613166218301	0.151645690108237	0.489896835280445	43.5092178013392
SLC4A1AP	-0.233912361204423	0.148267907054181	0.121979244650721	41.5925403201339
SLC4A5	0.243025689271045	0.147926640709157	0.107701630939051	41.4012946315907
SP140L	0.0574800399634954	0.152246437695049	0.707625015278517	43.854625980255
SPOPL	0.189605270328424	0.14973230698473	0.212224610061718	42.4181930244021
STON1-GTF2A1L	0.759885775321731	0.0991327050981959	1.41914026039961e-09	18.5932387724025
SULT1C2	0.211412204392085	0.149051643916734	0.163286508208157	42.0334147126995
TAF1B	-0.188582139461759	0.149762352573267	0.214747565080759	42.4352181737451
THNSL2	0.635766923441458	0.11771076288521	2.6964621506938e-06	26.2152184385425
TMBIM1	0.12705822514697	0.151262609116736	0.405563455584261	43.2896731265901
TMEM18	0.00995566768538175	0.152491012673103	0.948248151237587	43.9956389259613
TRAF3IP1	-0.256431532462983	0.147399383826825	0.0890649220286125	41.1066862429822
TSGA10	0.54314705216964	0.12804353181628	0.000115618993369362	31.0196163076549
TTC31	0.15559627909419	0.150641249325739	0.307428570190206	42.9347511090099
TTC32	0.453170977939104	0.135940827136827	0.00177151539806455	34.9639868491635
UBXN2A	-0.173995589656759	0.150172422977025	0.252997854248689	42.6679235303199
WDR54	0.0119042498586419	0.152487764574759	0.938136971892012	43.9937647087533
WDSUB1	0.453447651625645	0.135919369671806	0.00175862807998332	34.9529499983483
ZC3H8	0.143971164439549	0.150909822434484	0.345405533486956	43.0879813676365
ZNF142	0.106721684601329	0.151627640760827	0.485326255234569	43.4988612095776
ZNF514	0.016452153186208	0.152477930286804	0.914578036317282	43.9880903728437
ACOX2	0.0541532434367089	0.152274799502015	0.723857607107793	43.8709667539125
ALCAM	0.24587124074635	0.147817245191947	0.103515950026228	41.3400826508494
ALG1L	0.281716110900274	0.146322043107154	0.0608202630835257	40.5079854458059
AMT	-0.116307373142934	0.151463603345597	0.446749121625005	43.404794177914
ANAPC13	0.201395072170191	0.149373889012551	0.184633781076922	42.2153610958448
C3orf18	0.0249511812610757	0.152451093076823	0.870760313639684	43.9726072963618
C3orf38	0.279533716786387	0.146419348478361	0.0629329110799902	40.5618796519019
CCDC13	0.28804506217334	0.14603520140766	0.0550125154959893	40.3493218549325
CCDC36	0.44414083364143	0.136632159370477	0.00224083201579172	35.320512475261
CCDC50	-0.211336887830773	0.149054127817989	0.163440005012195	42.0348156730481
CCDC66	0.055610500305111	0.15226258471346	0.716731904794285	43.8639287792559
CDC25A	0.565622283359849	0.125760147546254	5.14612299088548e-05	29.9231430329388
CEP19	0.123534241256575	0.151330478588094	0.418816055703502	43.3285288144351
CEP63	-0.0901668544458816	0.151877393816666	0.555835285882511	43.6422772878107
CHST2	0.328659523418294	0.144027041846109	0.0275025452641823	39.2472483773242
CLDN16	0.19085480113845	0.149695384098913	0.209171483884328	42.3972755748257
COL7A1	0.155242250271007	0.150649743454948	0.308544133092934	42.9395931241549
DCBLD2	0.152592590695693	0.150712686867768	0.316975204069867	42.9754820556502
DNAJB11	0.385544330409999	0.140708801173361	0.00890948638741393	37.459645048703
EAF2	0.0942030837399982	0.151820409435797	0.538210033809527	43.6095342766105
EFHB	0.865754489163467	0.0763207985449704	1.64184833523369e-14	11.0206432377054
EHHADH	0.147721591035697	0.150825506104477	0.332850801433698	43.0398465878428
EPHA3	-0.0848004424144421	0.151949263638054	0.579681422278076	43.6835909385179
EPHB1	0.55890122769918	0.126457035416883	6.59579943768243e-05	30.2556943777594
GRM7	0.386068901955118	0.140675348077827	0.00880922935589798	37.4418353294995
HYAL3	0.256752117796706	0.147386404819922	0.088652126129816	41.0994474003039
IFRD2	0.0980305228997973	0.151764047016995	0.521750466840734	43.5771607295197
IL17RB	0.316382022053029	0.144665003251026	0.0342295006251978	39.595706309352
IL20RB	0.179157688044864	0.150031200074132	0.238970659084636	42.5877110038344
IQCB1	0.450039451863855	0.136182546073369	0.00192332365502086	35.0884376377076
ITIH3	0.0879957379693479	0.151907005679135	0.565427052147071	43.6592970043661
ITIH4	0.130924202460288	0.151185920749235	0.391306607418701	43.245789541246
KIF15	-0.35241246521034	0.142714991175238	0.0175842457893676	38.5354399920323
LEKR1	0.512797655108327	0.130921471662286	0.000316156958150203	32.4296968562777
LRRC15	0.425801001283909	0.137983273953144	0.00354330064266056	36.0225143214473
LRRN1	0.0956729093683993	0.15179903287471	0.531859570061381	43.5972545541714
LSG1	0.198642766332745	0.149459573081375	0.190833043081681	42.2638062608817
MASP1	-0.112536570687701	0.151529835902991	0.461719969500819	43.4427628913455
METTL6	0.182491402892342	0.149937730320723	0.230198471277474	42.5346630662969
MYL3	0.2947278874182	0.145724770234691	0.0493728842667607	40.1779607846322
NCKIPSD	0.33039174285816	0.143934844452972	0.0266487000553494	39.1970170350505
NICN1	-0.0917117882726969	0.151855879341261	0.549056930612644	43.6299137072403
NMNAT3	0.226802868258415	0.148524562133578	0.134074138248137	41.7366601937893
NPHP3	0.0797425188093752	0.152012937843961	0.602571214625689	43.7202097505332
OSBPL11	-0.232947349431656	0.148303235266563	0.123570879343708	41.6123634252817
PARP14	0.000636758920856719	0.15249853941642	0.996687747904075	43.9999821596754
PCCB	0.1878040714189	0.149785088738288	0.216680122820449	42.4481037533733
PEX5L	0.114074368706165	0.151503092178459	0.455582213764924	43.4274296897888
PFN2	-0.340277159737578	0.143398246442599	0.0221877495597411	38.9053040006808
PIGZ	0.212433851149204	0.149017858995734	0.161214715379595	42.0143617909804
PIK3CB	-0.0290422979955921	0.152434243919258	0.849795633770558	43.962887976794
POPDC2	-0.0463447627557871	0.152334711261099	0.762420264646779	43.9054951704648
PPM1M	-0.280584963707567	0.146372579569385	0.0619080716100662	40.5359714382138
PRSS45	0.236424453551238	0.148175216658177	0.117908466999537	41.5405530215719
RBM6	0.0655359288009775	0.152170730464646	0.668856808662696	43.8110218495925
RFC4	0.275589931687988	0.146593107927733	0.0668987453096085	40.6582083402972
RFT1	0.163530035004088	0.150445688852231	0.28310547465535	42.8233488166687
RPL29	0.157428858943358	0.150596963616491	0.301695248118614	42.9095107923589
RPSA	0.354607994816798	0.142588460508018	0.0168443286022388	38.4671394805284
SEC22A	-0.296804700251652	0.14562671058251	0.0477188367641133	40.1239066759752
SEC22C	-0.218067931586627	0.148828477614843	0.150132447011461	41.9076405973953
SFMBT1	0.0403548651200687	0.152374346621728	0.792397933321595	43.9283453338902
SIDT1	-0.114513881555627	0.151495381074041	0.453836178297784	43.4230091209668
SLC41A3	0.367917995652171	0.141802052374304	0.0128999815783887	38.0439993329127
SMC4	-0.0951600140228045	0.151806530157301	0.534071396360663	43.6015611561719
SOX14	0.0816626692590104	0.151989229150934	0.593835298750863	43.7065731717777
ST6GAL1	0.17228063227649	0.150218397887133	0.257777952026722	42.6940528846662
SUMF1	0.382970275609446	0.140872180890439	0.00941581263361884	37.5466857919835
TAMM41	-0.000694538491275208	0.152498533551187	0.996387195704892	43.9999787751165
TF	0.455045616630308	0.135795116429772	0.00168580891804413	34.8890734185639
THUMPD3	-7.10340304683871e-05	0.152498569947863	0.999630498682674	43.9999997779833
TNFSF10	0.196821409864548	0.149515600229769	0.195015848837768	42.295498635233
UBE2E2	0.0574137170238089	0.152247019682711	0.707947406659762	43.8549612642904
ZCWPW2	-0.198065994110057	0.149477373412367	0.192150667746461	42.2738739269966
ZDHHC23	0.195649526069127	0.149551364976232	0.197741170130628	42.3157355697527
ZNF502	0.27308294275335	0.146702174678098	0.0695212181157618	40.7187310805955
ZNF660	0.115109360651406	0.151484885660248	0.451476361130253	43.4169927439787
AADAT	0.0249085135217127	0.152451255340018	0.870979449900841	43.9727009019821
AGA	0.505478903875079	0.131581708432021	0.0003974161989255	32.7576074204389
ALB	0.0988700498040754	0.151751381224452	0.518173864902396	43.5698873830765
ALPK1	0.0157506929197606	0.152479652906623	0.918207511237722	43.9890842895921
AMTN	0.61031261803801	0.120803367836119	8.53269356624684e-06	27.610814363598
ANAPC4	0.204095048638854	0.149288639665076	0.178693394188327	42.1671892893286
AP1AR	0.132236257402859	0.151159362404429	0.386535603739698	43.2305971780357
ARHGAP10	0.087468454943683	0.151914087515966	0.567768056087417	43.6633678531497
ARHGAP24	0.20726435199918	0.149187059759806	0.171896899258466	42.1098254891759
BDH2	0.432648956008561	0.137486987195212	0.0029948503948215	35.7638547580469
BMPR1B	0.0172840670480978	0.152475789997936	0.910275804257534	43.9868554851562
C4orf19	0.343381536645021	0.143226046764863	0.0209233289728988	38.8119212928174
C4orf3	-0.230852350081559	0.148379399972912	0.127080008073718	41.6551164683201
C4orf47	-0.0162653762327858	0.152478396299432	0.915544287318912	43.9883592515843
CCDC158	0.0874492570770657	0.15191434454956	0.567853374142337	43.6635156072134
CEP44	0.0562491239494704	0.152257129214451	0.713616599268576	43.8607855864164
CLGN	0.131060296285105	0.151183178492236	0.39081013494283	43.2442207444571
CNGA1	0.418653642416722	0.138490964165932	0.00420784279929002	36.2880816184133
CPLX1	0.0359627863540622	0.152399923548602	0.814571370906395	43.9430938318967
CRMP1	0.108028345696365	0.151606120368425	0.47996743884067	43.4865145671487
CYP4V2	0.602062673767092	0.121762305319261	1.21350149086526e-05	28.0509036216825
FAM47E	0.148183478145467	0.150814968784308	0.331324523470549	43.0338328994073
FGFBP2	0.38337644111062	0.140846486148915	0.00933431067585516	37.5329901936596
GNRHR	0.651963211873105	0.115632132249075	1.22511565802337e-06	25.2975346960206
GRK4	0.250529998094941	0.147635213551301	0.0969338157709708	41.2383276824001
GRPEL1	0.360035324288706	0.142271813651318	0.015127524448896	38.2964808716304
GSTCD	0.0240039839994367	0.152454629831392	0.875627225269748	43.9746475850948
GUF1	0.409238630709896	0.139143872600277	0.00524805982913665	36.6310446979263
HAUS3	-0.213291738012368	0.148989357704507	0.159489857165961	41.9982919178092
